Tract index,P_i
1,0.9999999972208466
2,0.9999997663014357
3,0.9999999235192352
4,0.9999999795114489
5,0.9999998577487488
6,0.999999999045762
7,0.9999999462712678
8,0.9999998109817363
9,0.9999997885596031
10,0.9999998205679399
11,0.9999998537063401
12,0.9999999998144267
13,0.9999998849456728
14,0.9999998600093616
15,0.9999998117369642
16,0.9999998787984199
17,0.9999999815357428
18,0.9999998967330965
19,0.9999998427747538
20,0.9999998655032536
21,0.9999999653835839
22,0.9999999511542335
23,0.9999999087868063
24,0.9999998310264653
25,0.9999999468690817
26,0.9999999587144586
27,0.9999999786731824
28,0.999999901181833
29,0.9999999738437161
30,0.999999986488418
31,0.9999999930752643
32,0.999999989373885
33,0.9999999015758538
34,0.9999999109496578
35,0.9999999906143691
36,0.999999817671464
37,0.9999998063865845
38,0.9999998102237526
39,0.99999999977687
40,0.9999999995731983
41,0.9999999999983116
42,0.9999999959020658
43,0.9999998303483002
44,0.9999998807239578
45,0.9999999998307363
46,0.99999995580745
47,0.9999999956310917
48,0.9999999429010428
49,0.9999999061941804
50,0.9999999897500589
51,0.9999999999787139
52,1.0
53,0.9999999790967744
54,0.9999999941227542
55,0.9999999991836455
56,0.9999999786728428
57,0.999999983884722
58,0.9999999916093161
59,0.9999999942408779
60,0.9999999701472533
61,0.9999999154657726
62,0.9999999827500445
63,0.9999998950664408
64,0.9999999475030035
65,0.9999998812006361
66,0.99999999917378
67,0.9999999403302189
68,0.9999999545451568
69,0.9999999996347966
70,0.9999999799172776
71,0.9999999999999982
72,0.9999999999258131
73,0.9999999999857931
74,0.9999999902699235
75,0.9999998987796841
76,0.9999999442564693
77,0.9999999073132526
78,0.9999998676398252
79,0.9999999746674149
80,0.9999999109511455
81,1.0
82,1.0
83,0.9999999424423517
84,0.9999999962776531
85,0.9999999999266986
86,0.9999999191102914
87,0.99999987384806
88,0.9999999207112225
89,0.9999999417437848
90,0.9999999187850792
91,0.9999998738481872
92,0.9999997754716384
93,1.0
94,0.9999999909101012
95,0.9999999587139365
96,0.9999999913007558
97,0.9999999854207425
98,0.9999999918412745
99,0.9999999992493902
100,0.999999988255534
101,0.999999999862554
102,0.999999904296863
103,0.9999999876278723
104,0.9999999931863881
105,0.9999999999564246
106,0.9999999998761471
107,0.9999999989578985
108,0.9999999779802058
109,0.9999999154676691
110,0.9999999999702212
111,0.9999999596943457
112,0.999999969054405
113,0.9999998692198635
114,0.999999909872983
115,0.999999995228823
116,0.9999999993928823
117,0.9999999475036079
118,0.9999999982741734
119,0.9999999862159147
120,0.9999999701490134
121,0.9999999987717831
122,0.9999999435832858
whole GM,1390.047957065156
